"Nombre","CodigoBarra","Categoria","FechaCaducidad","Marca","Precio","Stock"
"Jugo de Piña 200ml","7000000000628","Bebidas","2028-06-29","Nestlé",23.19,189
"Filete de Salmón 250g","7000000000629","Especias y Condimentos","2028-01-25","Goya",31.62,126
"Piña en Lata Familiar","7000000000630","Enlatados","2025-02-18","Clemente Jacques",18.15,178
"Quitamanchas 750ml","7000000000631","Limpieza del Hogar","2025-01-03","Ariel",70.71,193
"Queso Suizo 250ml","7000000000632","Lacteos","2026-02-25","Alpura",44.74,122
"Mango 1L","7000000000633","Frutas","2025-10-19","Del Campo",29.33,48
"Pan Integral Grande","7000000000634","Panaderia","2027-04-26","Marinela",44.44,191
"Cebolla Light","7000000000635","Verduras","2025-07-15","Del Campo",16.15,327
"Papas a la Francesa Congeladas 500ml","7000000000636","Verduras","2028-04-27","Fresh Market",17.9,223
"Cepillo de Dientes 100g","7000000000637","Higiene Personal","2026-08-21","Dove",37.18,162
"Guacamole 750ml","7000000000638","Verduras","2026-10-14","Fresh Market",14.68,120
"Bizcocho 1kg","7000000000639","Panaderia","2028-04-12","Marinela",13.67,55
"Aceite de Girasol Pequeño","7000000000640","Aceites y Grasas","2026-10-06","La Española",60.65,275
"Manzana Verde Pequeño","7000000000641","Frutas","2026-09-24","Chiquita",20.14,437
"Atún en Lata 500g","7000000000642","Enlatados","2028-11-06","Clemente Jacques",20.65,361
"Limpiapisos 1L","7000000000643","Limpieza del Hogar","2026-03-17","Lysol",76.87,168
"Duraznos en Lata 100g","7000000000644","Enlatados","2026-12-30","Clemente Jacques",23.87,26
"Servilletas de Papel 2L","7000000000645","Limpieza del Hogar","2025-12-23","Clorox",12.49,208
"Queso Ricotta Premium","7000000000646","Lacteos","2028-02-01","Sello Rojo",23.74,237
"Pasta Penne 250ml","7000000000647","Granos y Cereales","2025-01-25","La Moderna",8.71,400
"Tomillo 250g","7000000000648","Especias y Condimentos","2027-04-01","Knorr",18.03,323
"Champú Light","7000000000649","Higiene Personal","2028-04-15","Colgate",37.0,417
"Bizcocho 500ml","7000000000650","Panaderia","2026-02-09","Bimbo",54.93,228
"Queso Gouda 250ml","7000000000651","Lacteos","2025-03-29","Alpura",75.67,26
"Aceite de Coco Familiar","7000000000652","Aceites y Grasas","2027-03-20","Mazola",69.61,196
"Papel de Cocina 500g","7000000000653","Limpieza del Hogar","2026-12-26","Ajax",27.18,96
"Agua Pura Pequeño","7000000000654","Bebidas","2025-11-01","Coca-Cola",7.6,318
"Clara de Huevo Pasteurizada 200ml","7000000000655","Huevos","2027-10-19","Los Pollos",33.54,282
"Coliflor 500ml","7000000000656","Verduras","2026-07-27","Del Campo",12.72,215
"Pimienta Negra 100g","7000000000657","Especias y Condimentos","2028-07-15","Schwartz",39.79,279
"Tahini 6-pack","7000000000658","Especias y Condimentos","2028-12-31","McCormick",17.57,279
"Dulce de Leche 330ml","7000000000659","Lacteos","2028-03-04","Sello Rojo",42.68,199
"Salsa Teriyaki","7000000000660","Especias y Condimentos","2026-10-16","Knorr",25.9,16
"Sidra de Manzana 1L","7000000000661","Frutas","2027-08-25","Fresh Del Monte",22.59,393
"Salchicha de Cerdo 500g","7000000000662","Especias y Condimentos","2025-07-25","Knorr",13.67,124
"Salsa BBQ 1L","7000000000663","Especias y Condimentos","2026-03-26","Schwartz",25.15,409
"Ciruela 500g","7000000000664","Frutas","2025-12-27","Fresh Del Monte",11.75,163
"Pizza Congelada Light","7000000000665","Congelados","2025-02-27","Findus",91.83,181
"Chuleta de Cerdo 1kg","7000000000666","Carnes","2028-02-28","Fud",191.22,429
"Nuggets de Pollo Premium","7000000000667","Carnes","2026-09-25","Noel",59.84,20
"Frijoles Rojos 100g","7000000000668","Granos y Cereales","2028-05-17","Maseca",15.63,270
"Coliflor 750ml","7000000000669","Verduras","2028-06-11","Del Campo",7.64,67
"Leche de Soya 750ml","7000000000670","Lacteos","2025-05-02","Lala",6.64,301
"Desinfectante 250ml","7000000000671","Limpieza del Hogar","2027-12-14","Fabuloso",78.85,492
"Galletas Saladas 6-pack","7000000000672","Panaderia","2028-04-15","Wonder",13.25,155
"Té Negro 500g","7000000000673","Bebidas","2027-06-14","Del Valle",64.39,492
"Lechuga 500g","7000000000674","Verduras","2028-12-19","Bio Selecto",29.12,356
"Cerveza Lager 330ml","7000000000675","Alcoholicas","2026-04-03","Heineken",129.83,418
"Manteca Vegetal 200ml","7000000000676","Aceites y Grasas","2028-11-11","La Española",49.45,91
"Harina de Trigo Light","7000000000677","Harinas y Reposteria","2027-03-13","Maseca",47.99,395
"Chuleta de Cerdo 500g","7000000000678","Carnes","2028-05-18","San Rafael",84.1,415
"Huevo de Codorniz Light","7000000000679","Huevos","2025-08-02","Los Pollos",57.15,73
"Té de Manzanilla 100g","7000000000680","Bebidas","2026-12-12","Tropicana",78.68,86
"Tomate 2L","7000000000681","Verduras","2026-03-06","Del Campo",8.99,35
"Bebida de Avena 250ml","7000000000682","Desayuno","2025-01-03","General Mills",22.89,225
"Harina de Maíz 500g","7000000000683","Harinas y Reposteria","2027-04-28","Fleischmann",31.17,194
"Pasta Espagueti Light","7000000000684","Granos y Cereales","2028-08-26","Knorr",39.36,116
"Aceite Vegetal 500ml","7000000000685","Aceites y Grasas","2025-03-10","La Española",49.49,164
"Vinagre de Manzana 500ml","7000000000686","Salsas","2026-12-02","Heinz",16.8,193
"Aceite Vegetal Premium","7000000000687","Aceites y Grasas","2025-07-10","Patrona",53.8,315
"Cerveza Oscura","7000000000688","Alcoholicas","2027-06-03","Santa Rita",171.37,85
"Huevo de Gallina 500g","7000000000689","Huevos","2025-04-20","NaturEgg",19.56,106
"Jarabe de Maple Premium","7000000000690","Endulzantes","2028-01-12","Splenda",21.79,145
"Jugo de Uva 250ml","7000000000691","Bebidas","2025-04-12","Del Valle",34.47,282
"Pan Pita","7000000000692","Panaderia","2027-05-26","Wonder",12.56,422
"Cepillo de Dientes Mediano","7000000000693","Higiene Personal","2026-02-13","Gillette",23.24,106
"Aceite de Coco 500ml","7000000000694","Aceites y Grasas","2027-08-28","Carbonell",104.38,158
"Dulce de Leche Mediano","7000000000695","Lacteos","2027-09-29","Sello Rojo",72.12,136
"Frijoles Rojos 6-pack","7000000000696","Granos y Cereales","2026-01-14","Mi Cosecha",22.32,196
"Mandarina Pequeño","7000000000697","Frutas","2025-04-02","Chiquita",12.74,239
"Salsa Picante 2L","7000000000698","Especias y Condimentos","2028-03-01","Knorr",7.16,386
"Limpiapisos 500ml","7000000000699","Limpieza del Hogar","2028-09-30","Ariel",37.5,278
"Uva Morada 100g","7000000000700","Frutas","2028-02-08","NaturFresh",5.26,199
"Papas a la Francesa Congeladas Familiar","7000000000701","Verduras","2028-01-02","Verde",21.24,480
"Brócoli 100g","7000000000702","Verduras","2027-09-03","Verde",10.37,203
"Queso Ricotta Grande","7000000000703","Lacteos","2028-03-15","Dos Pinos",72.53,410
"Lomo de Cerdo 1kg","7000000000704","Carnes","2025-09-04","Fud",191.37,230
"Manteca Vegetal 250g","7000000000705","Aceites y Grasas","2026-01-30","Nutrioli",32.62,217
"Arroz Blanco 250g","7000000000706","Granos y Cereales","2028-07-08","Knorr",12.51,305
"Vinagre de Manzana 500ml","7000000000707","Salsas","2025-06-28","Lea & Perrins",25.52,204
"Bistec de Res 2L","7000000000708","Carnes","2027-12-01","Colonial",107.89,448
"Yogur de Fresa Light","7000000000709","Lacteos","2027-12-07","NaturMilk",63.63,58
"Piña 1kg","7000000000710","Frutas","2028-03-06","Chiquita",24.75,389
"Pasta Espagueti Light","7000000000711","Granos y Cereales","2025-07-26","Maseca",40.57,445
"Muslo de Pollo Familiar","7000000000712","Carnes","2026-06-25","Colonial",95.12,249
"Lomo de Cerdo Mediano","7000000000713","Carnes","2025-03-18","Fud",59.27,207
"Champiñones Enlatados Extra","7000000000714","Enlatados","2028-10-26","Herdez",34.28,20
"Arándano 100g","7000000000715","Frutas","2025-04-11","Fresh Del Monte",30.59,472
"Salsa BBQ","7000000000716","Especias y Condimentos","2026-11-23","Maggi",33.61,156
"Refresco de Lima Mediano","7000000000717","Bebidas","2028-11-26","Coca-Cola",56.36,498
"Leche Evaporada 1kg","7000000000718","Lacteos","2026-09-08","Lala",78.07,227
"Mermelada de Mora 2L","7000000000719","Frutas","2027-05-04","Fresh Del Monte",25.38,46
"Jarabe de Maple 250g","7000000000720","Endulzantes","2027-04-14","Splenda",46.53,389
"Maíz Dulce 1L","7000000000721","Verduras","2027-11-22","Bio Selecto",24.16,34
"Maíz Enlatado Light","7000000000722","Enlatados","2025-03-01","Herdez",16.08,449
"Paleta de Limón 1L","7000000000723","Frutas","2026-05-26","Chiquita",4.22,26
"Plátano 2L","7000000000724","Frutas","2027-01-25","Chiquita",33.47,259
"Arándano","7000000000725","Frutas","2026-05-11","Dole",16.78,305
"Filete de Tilapia 330ml","7000000000726","Mariscos","2026-12-07","SeaSelect",74.34,458
"Vinagre de Manzana 200ml","7000000000727","Salsas","2025-02-26","Heinz",25.46,84
"Queso Ricotta 250g","7000000000728","Lacteos","2026-03-30","NaturMilk",53.55,347
"Ajo en Polvo Familiar","7000000000729","Especias y Condimentos","2027-11-18","Maggi",5.7,400
"Mermelada de Fresa Mediano","7000000000730","Frutas","2025-09-28","Dole",26.95,308
"Guacamole 100g","7000000000731","Verduras","2026-06-01","Del Campo",19.03,483
"Refresco de Naranja Familiar","7000000000732","Bebidas","2027-02-11","Coca-Cola",68.87,236
"Salsa de Soya Pequeño","7000000000733","Especias y Condimentos","2026-09-11","Knorr",28.7,423
"Detergente Líquido Light","7000000000734","Limpieza del Hogar","2025-07-29","Ajax",10.59,340
"Queso Parmesano Premium","7000000000735","Lacteos","2028-08-18","Alpura",49.53,145
"Jugo de Uva Mediano","7000000000736","Bebidas","2025-05-11","Tropicana",30.22,142
"Jabón de Barra 2L","7000000000737","Higiene Personal","2026-06-19","Head & Shoulders",70.77,488
"Cerveza Oscura 250g","7000000000738","Alcoholicas","2025-11-04","Casillero del Diablo",107.59,124
"Tortillas de Maíz 6-pack","7000000000739","Panaderia","2028-09-14","El Molino",24.62,72
"Cereal de Trigo Mediano","7000000000740","Desayuno","2026-08-29","Kellogg's",35.57,215
"Mora 1L","7000000000741","Frutas","2028-04-09","Del Campo",29.2,293
"Hamburguesa Congelada 750ml","7000000000742","Congelados","2028-12-31","Iglo",46.12,274
"Jabón de Barra 330ml","7000000000743","Higiene Personal","2027-11-05","Oral-B",40.52,88
"Queso Parmesano 500g","7000000000744","Lacteos","2026-08-25","NaturMilk",12.32,66
"Fécula de Maíz Premium","7000000000745","Harinas y Reposteria","2026-01-10","Harina Espiga",52.51,461
"Chocolate en Polvo 100g","7000000000746","Bebidas","2026-12-29","Tropicana",21.75,447
"Refresco de Naranja 750ml","7000000000747","Bebidas","2027-02-01","Pepsi",24.54,151
"Ajo Mediano","7000000000748","Verduras","2025-04-20","Del Campo",26.26,299
"Tocino 500ml","7000000000749","Carnes","2027-08-26","Fud",181.2,257
"Atún en Lata Grande","7000000000750","Enlatados","2026-09-04","Campbell's",24.46,446
"Queso Ricotta 1kg","7000000000751","Lacteos","2026-02-15","Lala",30.7,292
"Cerveza Oscura 1kg","7000000000752","Alcoholicas","2026-10-10","Santa Rita",159.36,93
"Jalea de Uva Mediano","7000000000753","Frutas","2026-11-13","Dole",26.35,91
"Café Molido","7000000000754","Bebidas","2027-07-15","Tropicana",25.51,390
"Mermelada de Mora Light","7000000000755","Frutas","2025-11-21","Chiquita",21.11,391
"Jalea de Uva 1kg","7000000000756","Frutas","2028-06-12","Dole",19.05,220
"Mora Mediano","7000000000757","Frutas","2027-02-25","Del Campo",3.17,274
"Pimienta Negra","7000000000758","Especias y Condimentos","2026-10-22","Maggi",31.49,272
"Jarabe de Maple","7000000000759","Endulzantes","2028-07-07","Domino",46.15,116
"Guantes de Hule 200ml","7000000000760","Limpieza del Hogar","2025-09-22","Clorox",18.22,258
"Filete de Tilapia 500g","7000000000761","Mariscos","2025-05-14","MarMar",213.01,153
"Jugo de Piña Grande","7000000000762","Bebidas","2028-05-06","Pepsi",44.31,223
"Cerveza Lager 750ml","7000000000763","Alcoholicas","2027-10-01","Modelo",83.89,97
"Aceite de Girasol","7000000000764","Aceites y Grasas","2026-04-13","La Española",42.43,68
"Comino Light","7000000000765","Especias y Condimentos","2027-10-31","McCormick",10.91,188
"Granola 6-pack","7000000000766","Desayuno","2028-08-04","Kellogg's",35.35,274
"Detergente Líquido Extra","7000000000767","Limpieza del Hogar","2025-04-09","Ariel",62.96,335
"Paleta de Mango 1L","7000000000768","Frutas","2028-11-13","Dole",7.28,228
"Pera Premium","7000000000769","Frutas","2026-06-02","Dole",20.55,79
"Ajo en Polvo 200ml","7000000000770","Especias y Condimentos","2027-05-12","McCormick",28.16,340
"Ejote Extra","7000000000771","Verduras","2028-05-25","Bio Selecto",21.62,215
"Helado de Fresa Grande","7000000000772","Frutas","2028-06-19","Dole",7.36,59
"Dulce de Leche Mediano","7000000000773","Lacteos","2026-02-11","Dos Pinos",50.68,399
"Manzana Verde 200ml","7000000000774","Frutas","2025-11-25","Del Campo",4.46,255
"Cebolla en Polvo 750ml","7000000000775","Especias y Condimentos","2026-04-26","Goya",5.1,344
"Frijoles Negros Light","7000000000776","Granos y Cereales","2028-10-02","Maseca",27.74,487
"Frijoles Rojos 500ml","7000000000777","Granos y Cereales","2025-07-27","Mi Cosecha",45.81,330
"Curry en Polvo 200ml","7000000000778","Especias y Condimentos","2026-06-25","Goya",21.25,52
"Hamburguesa Congelada 1L","7000000000779","Congelados","2026-08-19","Iglo",59.22,347
"Café Molido 250ml","7000000000780","Bebidas","2025-07-14","Pepsi",68.84,456
"Pan Integral 1kg","7000000000781","Panaderia","2028-09-20","Bimbo",41.65,169
"Manzana Verde Extra","7000000000782","Frutas","2026-07-04","Del Campo",35.5,48
"Limón 500g","7000000000783","Frutas","2025-08-22","Fresh Del Monte",17.83,493
"Zanahoria 6-pack","7000000000784","Verduras","2028-11-13","Bio Selecto",25.82,410
"Mango 250ml","7000000000785","Frutas","2025-09-29","Chiquita",28.76,31
"Queso Gouda 250ml","7000000000786","Lacteos","2027-05-03","Lala",73.34,248
"Guacamole Pequeño","7000000000787","Verduras","2026-01-07","Verde",19.12,399
"Manzana Verde","7000000000788","Frutas","2028-11-02","NaturFresh",35.56,373
"Cerveza Oscura Mediano","7000000000789","Alcoholicas","2027-09-27","Modelo",46.94,211
"Coco Rallado 500ml","7000000000790","Frutas","2026-06-20","Dole",27.23,7
"Desinfectante Light","7000000000791","Limpieza del Hogar","2028-03-03","Lysol",27.92,490
"Enjuague Bucal Grande","7000000000792","Higiene Personal","2027-12-08","Head & Shoulders",73.5,317
"Lentejas 100g","7000000000793","Granos y Cereales","2027-09-14","Knorr",21.21,347
"Paleta de Mango Extra","7000000000794","Frutas","2025-04-22","NaturFresh",3.43,479
"Aceite de Oliva Mediano","7000000000795","Aceites y Grasas","2027-10-13","Mazola",106.94,39
"Bicarbonato 750ml","7000000000796","Harinas y Reposteria","2026-05-09","Fleischmann",23.55,143
"Pan de Molde 100g","7000000000797","Panaderia","2028-02-02","El Molino",41.45,207
"Papas a la Francesa Congeladas 500ml","7000000000798","Verduras","2027-07-30","NaturVerd",14.44,294
"Tomate Mediano","7000000000799","Verduras","2027-07-05","Del Campo",10.85,255
"Polvo para Hornear 250ml","7000000000800","Harinas y Reposteria","2027-04-07","Maseca",27.38,286
"Carne Molida de Res 500ml","7000000000801","Carnes","2028-05-22","San Rafael",193.74,327
"Refresco de Cola Premium","7000000000802","Bebidas","2026-02-28","Nestlé",54.09,234
"Leche de Soya 1L","7000000000803","Lacteos","2026-04-02","Alpura",68.32,170
"Costilla de Res Extra","7000000000804","Carnes","2027-08-27","Fud",151.83,187
"Cereal de Maíz 250ml","7000000000805","Desayuno","2025-07-19","Quaker",65.56,114
"Leche Entera 330ml","7000000000806","Lacteos","2028-07-21","Alpura",77.33,150
"Carne Molida de Res 330ml","7000000000807","Carnes","2028-12-08","Fud",48.07,460
"Aceite de Girasol 1kg","7000000000808","Aceites y Grasas","2027-04-19","La Española",30.7,313
"Sal de Mesa 250ml","7000000000809","Especias y Condimentos","2027-03-16","Knorr",12.55,423
"Dulce de Leche 750ml","7000000000810","Lacteos","2025-08-09","Lala",61.79,24
"Quitamanchas 250ml","7000000000811","Limpieza del Hogar","2027-07-12","Lysol",46.59,302
"Rábano Mediano","7000000000812","Verduras","2025-01-09","NaturVerd",16.85,25
"Bistec de Res Light","7000000000813","Carnes","2027-09-17","Noel",187.14,400
"Azúcar Blanca 500g","7000000000814","Endulzantes","2025-09-20","Truvia",13.38,337
"Pulpo 750ml","7000000000815","Mariscos","2027-10-30","SeaSelect",225.09,215
"Huevo de Gallina 2L","7000000000816","Huevos","2027-03-26","Los Pollos",58.36,497
"Jugo de Mango 1kg","7000000000817","Bebidas","2025-10-10","Pepsi",35.96,359
"Vino Blanco 200ml","7000000000818","Alcoholicas","2028-12-07","Heineken",112.17,161
"Granola 250g","7000000000819","Desayuno","2026-02-16","Post",32.58,366
"Jugo de Piña 1kg","7000000000820","Bebidas","2028-12-25","Coca-Cola",53.76,491
"Azúcar Blanca Premium","7000000000821","Endulzantes","2028-11-22","Truvia",41.12,364
"Fideos Premium","7000000000822","Granos y Cereales","2027-09-11","Barilla",31.64,483
"Hilo Dental Premium","7000000000823","Higiene Personal","2026-08-09","Oral-B",89.59,217
"Pizza Congelada Grande","7000000000824","Congelados","2025-08-07","McCain",27.4,75
"Pan Pita 250g","7000000000825","Panaderia","2026-07-01","Bimbo",47.01,83
"Jugo de Manzana 1kg","7000000000826","Bebidas","2025-05-08","Coca-Cola",56.79,152
"Ajo en Polvo 1L","7000000000827","Especias y Condimentos","2027-01-05","Schwartz",33.49,53
"Clara de Huevo Pasteurizada 100g","7000000000828","Huevos","2028-08-18","AviCamp",40.26,122
"Champiñón 1L","7000000000829","Verduras","2027-02-21","Bio Selecto",12.85,490
"Mantequilla de Maní Premium","7000000000830","Lacteos","2025-04-21","Alpura",5.97,129
"Pimienta Negra Pequeño","7000000000831","Especias y Condimentos","2026-04-07","Schwartz",36.9,361
"Avena en Hojuelas Light","7000000000832","Desayuno","2028-01-25","General Mills",64.31,101
"Mermelada de Mora 200ml","7000000000833","Frutas","2027-07-09","Chiquita",9.56,350
"Bizcocho 500g","7000000000834","Panaderia","2027-11-19","Marinela",14.21,21
"Sandía Premium","7000000000835","Frutas","2026-06-26","Fresh Del Monte",7.81,300
"Queso Gouda","7000000000836","Lacteos","2026-11-08","Alpura",39.97,480
"Pera en Lata 1kg","7000000000837","Enlatados","2026-10-23","Clemente Jacques",30.89,397
"Pepino Premium","7000000000838","Verduras","2027-01-04","Verde",4.04,363
"Café Instantáneo 100g","7000000000839","Bebidas","2026-01-12","Nestlé",44.05,403
"Rábano Familiar","7000000000840","Verduras","2028-01-18","NaturVerd",17.04,48
"Bebida de Avena 250g","7000000000841","Desayuno","2028-09-20","Nestlé",39.91,185
"Jugo de Mango Extra","7000000000842","Bebidas","2027-12-23","Del Valle",40.61,288
"Helado de Vainilla 250ml","7000000000843","Congelados","2028-10-01","McCain",57.87,124
"Jabón Líquido Extra","7000000000844","Higiene Personal","2026-05-15","Gillette",96.51,350
"Vino Blanco 6-pack","7000000000845","Alcoholicas","2025-08-21","Casillero del Diablo",87.88,277
"Cereal de Arroz","7000000000846","Granos y Cereales","2027-11-25","Barilla",42.17,192
"Chile Jalapeño Pequeño","7000000000847","Verduras","2027-09-24","Verde",3.23,460
"Acondicionador 750ml","7000000000848","Higiene Personal","2027-11-19","Dove",22.0,50
"Aceite de Girasol Premium","7000000000849","Aceites y Grasas","2025-01-16","Mazola",82.69,108
"Enjuague Bucal Familiar","7000000000850","Higiene Personal","2025-08-01","Dove",32.47,425
"Limpiavidrios 500ml","7000000000851","Limpieza del Hogar","2028-11-06","Ajax",22.3,236
"Cereal de Maíz 1L","7000000000852","Desayuno","2025-06-29","General Mills",24.39,92
"Tahini Premium","7000000000853","Especias y Condimentos","2025-05-25","Maggi",25.12,117
"Vinagre de Manzana 6-pack","7000000000854","Salsas","2027-07-13","Cholula",35.21,222
"Café Molido 6-pack","7000000000855","Bebidas","2028-10-10","Tropicana",13.87,4
"Jabón Líquido 500ml","7000000000856","Higiene Personal","2028-04-14","Gillette",18.87,435
"Galletas Saladas Grande","7000000000857","Panaderia","2025-08-06","Wonder",23.07,352
"Refresco de Cola 500ml","7000000000858","Bebidas","2026-07-31","Nestlé",62.4,225
"Pera","7000000000859","Frutas","2027-08-29","Del Campo",8.78,113
"Maíz Enlatado Premium","7000000000860","Enlatados","2026-08-28","Campbell's",43.6,74
"Jugo de Uva","7000000000861","Bebidas","2028-02-08","Coca-Cola",70.61,73
"Sardinas en Lata","7000000000862","Enlatados","2028-03-18","Clemente Jacques",30.88,276
"Carne Molida de Res 200ml","7000000000863","Carnes","2026-03-07","San Rafael",157.21,463
"Cereal de Arroz 250g","7000000000864","Granos y Cereales","2027-04-26","Barilla",45.85,436
"Chile Jalapeño 500g","7000000000865","Verduras","2026-01-12","NaturVerd",8.18,428
"Salsa de Soya 250ml","7000000000866","Especias y Condimentos","2026-01-07","Knorr",28.48,291
"Queso Ricotta Premium","7000000000867","Lacteos","2027-08-03","Dos Pinos",53.35,38
"Jugo de Piña 2L","7000000000868","Bebidas","2025-07-21","Tropicana",19.81,298
"Lechuga 330ml","7000000000869","Verduras","2025-09-20","Bio Selecto",20.8,121
"Pasta Espagueti Extra","7000000000870","Granos y Cereales","2025-05-23","Barilla",45.61,163
"Lechuga 750ml","7000000000871","Verduras","2028-06-16","Fresh Market",20.46,356
"Salchicha de Cerdo Light","7000000000872","Especias y Condimentos","2028-03-06","Knorr",17.76,162
"Sandía","7000000000873","Frutas","2026-10-04","Chiquita",12.11,114
"Granola 2L","7000000000874","Desayuno","2027-01-07","Quaker",28.06,376
"Té de Manzanilla Pequeño","7000000000875","Bebidas","2027-07-02","Pepsi",31.91,157
"Lechuga 250ml","7000000000876","Verduras","2025-12-26","Verde",20.08,42
"Queso Parmesano 1kg","7000000000877","Lacteos","2028-01-09","Alpura",19.73,376
"Vino Blanco 500ml","7000000000878","Alcoholicas","2025-02-08","Corona",157.44,324
"Queso Mozzarella Light","7000000000879","Lacteos","2027-04-10","NaturMilk",62.69,109
"Crema de Leche 2L","7000000000880","Lacteos","2028-01-19","NaturMilk",72.05,277
"Pimiento Verde 330ml","7000000000881","Verduras","2027-03-15","NaturVerd",8.25,396
"Filete de Tilapia 1kg","7000000000882","Mariscos","2027-08-10","MarMar",145.24,47
"Arándano Grande","7000000000883","Frutas","2025-01-22","Fresh Del Monte",27.52,435
"Pizza Congelada 500g","7000000000884","Congelados","2027-11-19","Birds Eye",38.34,82
"Azúcar Blanca Light","7000000000885","Endulzantes","2028-09-12","Truvia",53.35,75
"Harina de Avena 330ml","7000000000886","Desayuno","2025-03-24","Quaker",33.13,250
"Curry en Polvo 2L","7000000000887","Especias y Condimentos","2027-01-27","McCormick",13.19,343
"Ajo en Polvo 330ml","7000000000888","Especias y Condimentos","2027-03-06","Schwartz",21.44,233
"Vino Tinto 1L","7000000000889","Alcoholicas","2028-08-21","Corona",78.61,361
"Ejote 2L","7000000000890","Verduras","2028-03-31","Bio Selecto",17.24,90
"Lima 330ml","7000000000891","Frutas","2028-04-18","Del Campo",27.17,428
"Bizcocho 2L","7000000000892","Panaderia","2027-02-10","El Molino",58.58,115
"Maíz Dulce 330ml","7000000000893","Verduras","2026-12-08","Fresh Market",15.63,247
"Cerveza Lager","7000000000894","Alcoholicas","2027-10-25","Heineken",162.31,226
"Aceite de Girasol 500ml","7000000000895","Aceites y Grasas","2027-11-20","Nutrioli",84.35,109
"Piña en Lata 500g","7000000000896","Enlatados","2027-01-12","Del Monte",31.07,419
"Atún en Lata Familiar","7000000000897","Enlatados","2026-11-08","Del Monte",35.21,247
"Papel Higiénico Mediano","7000000000898","Limpieza del Hogar","2026-03-08","Ajax",57.26,332
"Paleta de Limón","7000000000899","Frutas","2026-05-15","Del Campo",4.6,294
"Filete de Salmón 1kg","7000000000900","Especias y Condimentos","2028-07-13","Knorr",22.94,457
"Lomo de Cerdo 1L","7000000000901","Carnes","2025-12-07","Suiza",73.9,93
"Maíz Dulce Extra","7000000000902","Verduras","2028-02-29","Fresh Market",19.85,450
"Cereal de Trigo 500ml","7000000000903","Desayuno","2026-03-20","General Mills",46.95,242
"Leche Evaporada 500g","7000000000904","Lacteos","2026-03-26","Sello Rojo",67.28,308
"Champiñones Enlatados 500g","7000000000905","Enlatados","2028-06-30","Herdez",33.09,136
"Aceite de Girasol Pequeño","7000000000906","Aceites y Grasas","2028-05-06","Carbonell",79.06,118
"Lima 1kg","7000000000907","Frutas","2025-08-11","Del Campo",3.61,268
"Crema Agria Familiar","7000000000908","Lacteos","2025-11-03","NaturMilk",50.41,91
"Brócoli Extra","7000000000909","Verduras","2025-03-21","Verde",26.58,273
"Apio 500ml","7000000000910","Verduras","2027-09-15","Del Campo",20.46,462
"Calamar","7000000000911","Mariscos","2028-10-21","SeaSelect",176.34,268
"Mango 1L","7000000000912","Frutas","2028-11-29","Fresh Del Monte",22.6,118
"Guacamole 6-pack","7000000000913","Verduras","2026-12-19","Fresh Market",18.49,380
"Chispas de Chocolate 250ml","7000000000914","Harinas y Reposteria","2027-05-22","Maizena",14.29,245
"Mermelada de Fresa 500ml","7000000000915","Frutas","2026-08-04","Chiquita",25.14,279
"Uva Verde 250g","7000000000916","Frutas","2025-01-12","Fresh Del Monte",29.24,405
"Leche Descremada Grande","7000000000917","Lacteos","2025-08-30","NaturMilk",43.98,193
"Gel de Ducha 750ml","7000000000918","Higiene Personal","2027-04-18","Dove",45.79,80
"Sandía 2L","7000000000919","Frutas","2026-06-20","NaturFresh",34.63,217
"Hígado de Res Extra","7000000000920","Carnes","2026-07-19","Colonial",198.61,204
"Extracto de Vainilla Familiar","7000000000921","Harinas y Reposteria","2028-02-05","Selecta",44.84,248
"Azúcar Blanca Premium","7000000000922","Endulzantes","2028-02-11","Azucarera",33.16,158
"Jamón 6-pack","7000000000923","Carnes","2025-10-10","Colonial",175.35,338
"Atún en Lata Pequeño","7000000000924","Enlatados","2028-12-03","Del Monte",43.22,52
"Comino 6-pack","7000000000925","Especias y Condimentos","2026-11-25","Schwartz",33.03,315
"Limpiapisos 500g","7000000000926","Limpieza del Hogar","2027-03-08","Ariel",87.17,3
"Guacamole 1kg","7000000000927","Verduras","2027-08-24","Del Campo",27.92,223
"Frijoles Negros 2L","7000000000928","Granos y Cereales","2026-03-31","Maseca",22.32,312
"Crema de Leche 6-pack","7000000000929","Lacteos","2028-06-11","Sello Rojo",54.21,147
"Granola 1L","7000000000930","Desayuno","2025-12-25","Post",58.42,225
"Yogur Natural Grande","7000000000931","Lacteos","2026-08-09","Lala",19.61,402
"Pulpo Grande","7000000000932","Mariscos","2028-12-01","SeaSelect",88.65,87
"Papel Higiénico 330ml","7000000000933","Limpieza del Hogar","2026-05-05","Ariel",62.4,500
"Aceite de Oliva 2L","7000000000934","Aceites y Grasas","2027-03-30","Patrona",55.31,203
"Mora 250g","7000000000935","Frutas","2027-11-27","NaturFresh",3.57,361
"Galletas de Vainilla Premium","7000000000936","Panaderia","2026-08-06","Bimbo",45.76,287
"Salchicha de Cerdo 330ml","7000000000937","Especias y Condimentos","2026-07-21","Maggi",12.92,494
"Stevia 6-pack","7000000000938","Endulzantes","2028-03-23","Splenda",8.24,90
"Uva Verde 250ml","7000000000939","Frutas","2028-02-19","NaturFresh",5.68,151
"Leche de Soya Grande","7000000000940","Lacteos","2026-06-12","Dos Pinos",70.71,417
